

 One-dimensional plot values
 Input line #     124
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     35.00000       0.35000       0.35000       -2.100000E+01
     35.00000       0.35333       0.35333       -2.100000E+01
     35.00000       0.35667       0.35667       -2.100000E+01
     35.00000       0.36000       0.36000       -2.100000E+01
     35.00000       0.36333       0.36333       -2.100000E+01
     35.00000       0.36667       0.36667       -2.100000E+01
     35.00000       0.38333       0.38333       -2.100000E+01
     35.00000       0.38667       0.38667       -2.100000E+01
     35.00000       0.39000       0.39000       -2.100000E+01
     35.00000       0.39333       0.39333       -2.100000E+01
     35.00000       0.39667       0.39667       -2.100000E+01
     35.00000       0.40000       0.40000       -2.100000E+01
     35.00000       5.40000       5.40000       -1.444629E+01
     35.00000      10.40000      10.40000       -9.635897E+00
     35.00000      15.40000      15.40000       -6.349233E+00
     35.00000      20.40000      20.40000       -4.044721E+00
     35.00000      25.40000      25.40000       -2.414867E+00
     35.00000      30.40000      30.40000       -1.284498E+00
     35.00000      35.40000      35.40000       -5.635451E-01
     35.00000      40.40000      40.40000       -2.529997E-01
     35.00000      45.40000      45.40000       -1.673090E-01
     35.00000      50.40000      50.40000       -1.349470E-01
     35.00000      55.40000      55.40000       -1.170800E-01
     35.00000      60.40000      60.40000       -1.050390E-01
     35.00000      65.40000      65.40000       -9.599189E-02
     35.00000      70.40000      70.40000       -8.871114E-02
     35.00000      75.40000      75.39999       -8.257037E-02
     35.00000      80.40000      80.39999       -7.721497E-02
     35.00000      85.40000      85.40000       -7.242814E-02
     35.00000      90.40000      90.40000       -6.806880E-02
     35.00000      95.40000      95.40000       -6.403904E-02
     35.00000     100.40000     100.40000       -6.026855E-02
     35.00000     105.40000     105.40000       -5.671419E-02
     35.00000     110.39999     110.39999       -5.339694E-02
     35.00000     115.39999     115.39999       -5.055177E-02
     35.00000     120.39999     120.39999       -4.905906E-02
     35.00000     125.40000     125.39999       -5.098235E-02
     35.00000     130.40000     130.39999       -5.690946E-02
     35.00000     135.40000     135.39999       -6.525631E-02
     35.00000     140.40000     140.39999       -7.552385E-02
     35.00000     145.40000     145.39999       -8.811705E-02
     35.00000     150.40000     150.39999       -1.042620E-01
     35.00000     155.40000     155.39999       -1.267400E-01
     35.00000     160.39999     160.39999       -1.631082E-01
     35.00000     165.40000     165.40001       -2.400208E-01
     35.00000     170.39999     170.39999       -4.385395E-01
     35.00000     175.40000     175.40001       -9.302236E-01
     35.00000     180.40000     180.39999       -1.648704E+00
     35.00000     185.39999     185.39999       -2.534096E+00
     35.00000     190.40000     190.39999       -3.549659E+00
     35.00000     195.39999     195.39999       -4.671109E+00
     35.00000     200.40000     200.39999       -5.881284E+00
     35.00000     205.39999     205.39999       -7.167441E+00
     35.00000     210.40000     210.39999       -8.519770E+00
     35.00000     215.39999     215.39999       -9.930511E+00
     35.00000     220.40000     220.40001       -1.139339E+01
     35.00000     225.39999     225.39999       -1.290327E+01
     35.00000     230.40000     230.40001       -1.445583E+01
     35.00000     235.39999     235.39999       -1.604748E+01
     35.00000     240.39999     240.39999       -1.767513E+01
     35.00000     245.40000     245.39999       -1.933615E+01
     35.00000     250.39999     250.39999       -2.050000E+01
     35.00000     250.40332     250.40332       -2.050000E+01
     35.00000     250.40666     250.40666       -2.050000E+01
     35.00000     250.40999     250.40999       -2.050000E+01
     35.00000     250.41332     250.41333       -2.050000E+01
     35.00000     250.41666     250.41666       -2.050000E+01
     35.00000     250.41999     250.42000       -2.050000E+01
     35.00000     250.42333     250.42332       -2.050000E+01
     35.00000     250.42666     250.42667       -2.050000E+01
     35.00000     250.43000     250.42999       -2.050000E+01
     35.00000     250.43333     250.43333       -2.050000E+01
     35.00000     250.43666     250.43666       -2.050000E+01
     35.00000     250.44000     250.44000       -2.050000E+01
     35.00000     250.44333     250.44333       -2.050000E+01
     35.00000     250.44667     250.44667       -2.050000E+01
     35.00000     250.45000     250.45000       -2.050000E+01
